Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2023Q4,THE ROCHESTER RESIDENCES,05,4.76,4.99,5.34
2023Q4,THE SAIL @ MARINA BAY,01,6.39,6.95,7.43
2023Q4,THE SANTORINI,18,4.91,5.12,5.31
2023Q4,THE SCALA,19,5.06,5.23,6.39
2023Q4,THE SCOTTS TOWER,09,6.52,7.17,7.77
2023Q4,THE SEA VIEW,15,4.96,5.34,5.76
2023Q4,THE SEAFRONT ON MEYER,15,4.07,4.49,4.60
2023Q4,THE SEAWIND,15,5.13,5.29,5.54
2023Q4,THE SHELFORD,11,4.79,5.18,5.38
2023Q4,THE SHORE RESIDENCES,15,5.73,6.22,6.60
2023Q4,THE SKYWOODS,23,4.65,5.07,5.27
2023Q4,THE SPRINGBLOOM,19,3.29,3.58,3.94
2023Q4,THE STERLING,21,4.16,4.32,4.36
2023Q4,THE SUITES AT CENTRAL,09,5.56,5.99,6.57
2023Q4,THE SUMMIT,16,3.22,3.44,3.52
2023Q4,THE SUNNY SPRING,14,3.30,3.82,4.44
2023Q4,THE TAPESTRY,18,5.81,6.02,6.33
2023Q4,THE TEMBUSU,19,4.45,5.04,5.95
2023Q4,THE TENNERY,23,4.53,4.89,5.05
2023Q4,THE TESSARINA,10,4.00,4.49,4.71
2023Q4,THE TRE VER,13,6.14,6.50,6.88
2023Q4,THE TRILINQ,05,5.65,5.99,6.18
2023Q4,THE TRILLIUM,09,5.64,5.84,6.13
2023Q4,THE TRIZON,10,4.48,4.71,4.79
2023Q4,THE VERANDAH RESIDENCES,05,5.72,6.75,7.05
2023Q4,THE VERMONT ON CAIRNHILL,09,5.65,5.89,6.12
2023Q4,THE WARREN,23,3.20,3.40,3.55
2023Q4,THE WATERINA,14,3.92,4.22,4.47
2023Q4,THE WATERSIDE,15,3.61,3.86,4.16
2023Q4,THE WHARF RESIDENCE,09,5.91,6.16,6.61
2023Q4,THE WOODLEIGH RESIDENCES,13,6.58,6.76,7.03
2023Q4,THOMSON 800,11,3.49,3.73,3.84
2023Q4,THOMSON EURO-ASIA,11,4.81,4.87,5.21
2023Q4,THOMSON GRAND,20,3.95,4.17,4.35
2023Q4,THOMSON IMPRESSIONS,20,5.12,6.48,6.70
2023Q4,THOMSON THREE,20,5.46,5.46,5.88
2023Q4,TIARA,09,4.80,5.15,5.65
2023Q4,TIONG BAHRU ESTATE,03,4.58,5.28,5.76
2023Q4,TRE RESIDENCES,14,5.64,6.02,7.15
2023Q4,TREASURE AT TAMPINES,18,5.31,5.73,6.08
2023Q4,TRELLIS TOWERS,12,3.67,4.04,5.41
2023Q4,TRESALVEO,20,3.86,4.29,4.50
2023Q4,TREVISTA,12,4.76,5.07,5.28
2023Q4,TRIBECA,09,5.66,5.81,6.45
2023Q4,TRILIGHT,11,4.73,5.00,5.66
2023Q4,TROPIKA EAST,14,4.39,5.67,6.23
2023Q4,TWIN REGENCY,03,5.44,5.51,5.65
2023Q4,TWIN VEW,05,5.60,5.89,6.15
2023Q4,TYRWHITT 139,08,5.84,6.35,7.26
2023Q4,UE SQUARE,09,4.37,4.80,5.24
2023Q4,UPTOWN @ FARRER,08,6.49,7.15,7.43
2023Q4,URBAN SUITES,09,6.19,6.68,6.94
2023Q4,URBAN TREASURES,14,5.51,5.79,6.00
2023Q4,URBAN VISTA,16,4.81,5.41,5.85
2023Q4,V ON SHENTON,01,6.18,6.95,7.96
2023Q4,VACANZA @ EAST,14,4.34,4.46,4.75
2023Q4,VALLEY PARK,10,4.47,4.70,4.94
2023Q4,VARSITY PARK CONDOMINIUM,05,4.28,4.59,4.88
2023Q4,VIDA,09,6.26,6.83,7.31
2023Q4,VILLA MARINA,15,3.54,3.77,3.97
2023Q4,VISIONCREST,09,5.81,6.05,6.24
2023Q4,VISTA RESIDENCES,12,4.65,4.82,5.15
2023Q4,VIVA,11,5.66,6.19,6.82
2023Q4,VIVA VISTA,05,7.66,7.90,8.49
2023Q4,VIVACE,09,7.18,7.58,8.12
2023Q4,VIZ AT HOLLAND,10,4.92,5.38,5.69
2023Q4,VUE 8 RESIDENCE,18,4.09,4.46,4.77
2023Q4,WATER PLACE,15,4.44,4.62,5.00
2023Q4,WATERBANK AT DAKOTA,14,5.21,5.49,5.98
2023Q4,WATERFORD RESIDENCE,09,5.30,5.58,5.92
2023Q4,WATERFRONT GOLD,16,4.35,4.59,4.88
2023Q4,WATERFRONT ISLE,16,4.22,4.49,4.75
2023Q4,WATERMARK ROBERTSON QUAY,09,5.66,5.91,6.20
2023Q4,WATERSCAPE AT CAVENAGH,09,4.61,4.90,5.18
2023Q4,WATERTOWN,19,4.98,5.47,5.88
2023Q4,WEST BAY CONDOMINIUM,05,3.83,3.92,4.20
2023Q4,WESTCOVE CONDOMINIUM,05,3.55,3.75,4.09
2023Q4,WHISTLER GRAND,05,6.73,7.16,7.93
2023Q4,WING FONG MANSIONS/WING FONG COURT,14,3.42,3.51,4.09
2023Q4,WOODHAVEN,25,4.07,4.43,4.77
2023Q4,YONG AN PARK,09,4.10,4.29,4.70
2023Q4,ZENITH,10,6.26,6.73,6.92
